tree_id,block_id,created_at,tree_dbh,stump_diam,curb_loc,status,health,spc_latin,spc_common,steward,guards,sidewalk,user_type,problems,root_stone,root_grate,root_other,trunk_wire,trnk_light,trnk_other,brch_light,brch_shoe,brch_other,address,postcode,zip_city,community board,borocode,borough,cncldist,st_assem,st_senate,nta,nta_name,boro_ct,state,latitude,longitude,x_sp,y_sp,council district,census tract,bin,bbl
48534,111346,07/03/2015,4,0,OnCurb,Alive,Good,Tilia cordata,littleleaf linden,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,432 WEST 204 STREET,10034,New York,112,1,Manhattan,10,72,31,MN01,Marble Hill-Inwood,1029900,New York,40.86217752,-73.91958919,1006492.133,253402.3364,10,299,1079982,1022000009
11370,344742,06/06/2015,8,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,68-022 FOREST AVENUE,11385,Ridgewood,405,4,Queens,30,37,15,QN20,Ridgewood,4058500,New York,40.70299163,-73.90129765,1011617.036,195410.6981,30,585,4083384,4034840001
255808,409989,09/24/2015,8,0,OnCurb,Alive,Fair,Prunus,cherry,1or2,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,68 HOPPING AVENUE,10307,Staten Island,503,5,Staten Island,51,62,24,SI11,Charleston-Richmond Valley-Tottenville,5024800,New York,40.50930235,-74.25268679,913984.4804,124930.5806,51,248,5088994,5080330045
453610,316803,11/13/2015,21,0,OnCurb,Alive,Good,Acer rubrum,red maple,None,None,Damage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,158-040 85 STREET,11414,Howard Beach,410,4,Queens,32,23,15,QN57,Lindenwood-Howard Beach,4089200,New York,40.658679480000004,-73.84751946,1026556.114,179287.903,32,892,4292875,4139830025
284429,333445,10/05/2015,6,0,OnCurb,Alive,Poor,Acer platanoides,Norway maple,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,112-044 223 STREET,11429,Queens Village,413,4,Queens,27,33,14,QN34,Queens Village,4058200,New York,40.70424379,-73.73428357,1057923.269,195963.2177,27,582,4241800,4112190040
276655,336115,10/01/2015,15,0,OnCurb,Alive,Good,Robinia pseudoacacia,black locust,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,267-020 82 AVENUE,11004,Glen Oaks,413,4,Queens,23,33,11,QN44,Glen Oaks-Floral Park-New Hyde Park,4157901,New York,40.74254332,-73.70241405,1066712.062,209945.2495,23,157901,4179232,4087610044
105437,337661,07/30/2015,3,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,84-036 LITTLE NECK PARKWAY,11426,Bellerose,413,4,Queens,23,33,11,QN44,Glen Oaks-Floral Park-New Hyde Park,4157101,New York,40.73522006,-73.71314401,1063747.503,207267.2505,23,157101,4175624,4086070204
308986,343249,10/11/2015,8,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,109-008 CORONA AVENUE,11368,Corona,404,4,Queens,21,39,13,QN25,Corona,4043900,New York,40.74207045,-73.85375604,1024775.038,209666.727,21,439,4048133,4019550010
147975,220352,08/15/2015,6,0,OnCurb,Alive,Good,Tilia cordata,littleleaf linden,1or2,Helpful,NoDamage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,148 SUMPTER STREET,11233,Brooklyn,303,3,Brooklyn,41,55,25,BK35,Stuyvesant Heights,3037900,New York,40.68004826,-73.91897639,1006723.013,187046.7277,41,379,3041490,3015250110
649165,320387,08/01/2016,3,0,OnCurb,Alive,Fair,Cercidiphyllum japonicum,katsura tree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,53-048 203 STREET,11364,Oakland Gardens,411,4,Queens,20,25,11,QN46,Bayside-Bayside Hills,4140901,New York,40.74813078,-73.77501932,1046587.724,211920.924,20,140901,4159375,4074110028
381276,413685,10/26/2015,12,0,OnCurb,Alive,Good,Liquidambar styraciflua,sweetgum,1or2,None,Damage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,61 ROLLING HILL GREEN,10312,Staten Island,503,5,Staten Island,51,62,24,SI48,Arden Heights,5017010,New York,40.5512437,-74.19141129,931056.9361,140167.5681,51,17010,5118911,5060177501
649527,318604,08/01/2016,2,0,OnCurb,Alive,Good,Prunus,cherry,None,Helpful,Damage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,111-021 117 STREET,11420,South Ozone Park,410,4,Queens,28,31,10,QN55,South Ozone Park,4010200,New York,40.67921737,-73.82258863,1033458.074,186783.45,28,102,4250410,4116220055
625962,317784,07/14/2016,15,0,OnCurb,Alive,Good,Tilia cordata,littleleaf linden,None,None,Damage,NYC Parks Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,123-010 SUTTER AVENUE,11420,South Ozone Park,410,4,Queens,28,31,10,QN55,South Ozone Park,4084000,New York,40.67317357,-73.81467549,1035657.572,184586.0676,28,840,4255263,4117610033
463207,200475,11/17/2015,2,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,None,None,Damage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,737 VERMONT STREET,11207,Brooklyn,305,3,Brooklyn,42,60,19,BK85,East New York (Pennsylvania Ave),3112800,New York,40.66142366,-73.89053227,1014620.86,180269.8429,42,1128,3096623,3043010072
20315,401411,06/15/2015,5,0,OnCurb,Alive,Fair,Ulmus parvifolia,Chinese elm,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,116 ROYAL OAK ROAD,10301,Staten Island,501,5,Staten Island,49,63,24,SI07,Westerleigh,5014700,New York,40.61489327,-74.11424213,952532.4178,163319.2656,50,147,5009037,5003310066
689834,346555,08/31/2016,0,8,OnCurb,Stump,NA,NA,NA,NA,NA,NA,Volunteer,NA,No,No,No,No,No,No,No,No,No,58-010 64 STREET,11378,Maspeth,405,4,Queens,30,30,15,QN30,Maspeth,4052100,New York,40.72084118,-73.90101222,1011688.828,201913.9158,30,521,4432909,4027500078
652872,342261,08/03/2016,5,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,23-037 92 STREET,11369,East Elmhurst,403,4,Queens,21,35,13,QN28,Jackson Heights,4034700,New York,40.76688873,-73.87788607,1018075.869,218698.581,21,347,4431208,4010860058
250329,200937,09/23/2015,10,0,OnCurb,Alive,Fair,Fraxinus pennsylvanica,green ash,None,None,Damage,TreesCount Staff,"RootOther,BranchLights",No,No,Yes,No,No,No,Yes,No,No,593 MILLER AVENUE,11207,Brooklyn,305,3,Brooklyn,42,60,19,BK82,East New York,3112400,New York,40.66607115,-73.88947565,1014911.872,181963.4199,42,1124,3090328,3040730010
1597,233037,05/22/2015,17,0,OffsetFromCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,TreesCount Staff,"Stones,RootOther",Yes,No,Yes,No,No,No,No,No,No,1040 EAST NEW YORK AVENUE,11212,Brooklyn,317,3,Brooklyn,41,55,20,BK96,Rugby-Remsen Village,3088200,New York,40.66441539,-73.928035,1004215.164,181349.037,41,884,3414173,3045970001
367220,229640,10/23/2015,5,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,2901 KINGS HIGHWAY,11210,Brooklyn,314,3,Brooklyn,45,41,19,BK58,Flatlands,3074600,New York,40.61569076,-73.94556978,999361.5406,163593.8261,45,746,3211109,3076830020
53682,320595,07/07/2015,3,0,OnCurb,Alive,Good,Carpinus betulus,European hornbeam,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,48-026 195 STREET,11365,Fresh Meadows,411,4,Queens,20,25,11,QN48,Auburndale,4142900,New York,40.74956274,-73.7852171,1043760.847,212435.5388,20,1429,4127395,4056300006
248283,348767,09/22/2015,5,0,OnCurb,Alive,Good,Quercus palustris,pin oak,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,108-044 69 ROAD,11375,Forest Hills,406,4,Queens,29,28,16,QN17,Forest Hills,4073900,New York,40.72471189,-73.84358314,1027605.298,203347.3384,29,739,4052295,4022200027
404808,224072,10/30/2015,2,0,OnCurb,Alive,Good,Acer palmatum,Japanese maple,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,394 SACKETT STREET,11231,Brooklyn,306,3,Brooklyn,39,52,25,BK33,Carroll Gardens-Columbia Street-Red Hook,3007500,New York,40.68180564,-73.99243945,986346.9679,187676.6923,39,75,3007071,3004290023
613554,227088,07/04/2016,24,0,OnCurb,Alive,Good,Fraxinus pennsylvanica,green ash,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,411 BROOKLYN AVENUE,11225,Brooklyn,309,3,Brooklyn,35,43,20,BK63,Crown Heights South,3033100,New York,40.66485789,-73.94532796,999417.4992,181506.7857,35,331,3034620,3013110007
333414,212138,10/15/2015,2,0,OnCurb,Alive,Good,Quercus phellos,willow oak,1or2,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,115 BASSETT AVENUE,11234,Brooklyn,318,3,Brooklyn,46,59,19,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,3070201,New York,40.60872815,-73.90294545,1011198.204,161067.3994,46,70201,3243141,3086160009
555375,300522,04/29/2016,23,0,OnCurb,Alive,Fair,Quercus palustris,pin oak,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,34-004 34 AVENUE,11106,Astoria,401,4,Queens,26,36,12,QN70,Astoria,4005700,New York,40.75840222,-73.92470728,1005108.935,215592.0511,26,57,4009628,4006420028
278662,107614,10/02/2015,13,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,3or4,Harmful,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,59 EAST 72 STREET,10021,New York,108,1,Manhattan,4,73,28,MN40,Upper East Side-Carnegie Hill,1013000,New York,40.77134858,-73.96420315,994165.1567,220301.9013,4,130,1085136,1013870033
609292,305786,06/30/2016,16,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,76-060 167 STREET,11366,Fresh Meadows,408,4,Queens,24,25,14,QN38,Pomonok-Flushing Heights-Hillcrest,4124100,New York,40.72448198,-73.80155802,1039253.903,203287.1693,24,1241,4151493,4069960034
20039,105903,06/15/2015,9,0,OnCurb,Alive,Fair,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,"Stones,BranchOther",Yes,No,No,No,No,No,No,No,Yes,1009 2 AVENUE,10022,New York,106,1,Manhattan,4,73,28,MN19,Turtle Bay-East Midtown,1009800,New York,40.7571631,-73.96700011,993392.3912,215133.3585,4,98,1038561,1013270023
151836,348421,08/16/2015,10,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,85-053 66 ROAD,11374,Rego Park,406,4,Queens,29,28,15,QN18,Rego Park,4069702,New York,40.71848642,-73.86114846,1022740.179,201071.007,29,69702,4074079,4031400041
256971,209433,09/25/2015,33,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,Damage,TreesCount Staff,BranchLights,No,No,No,No,No,No,Yes,No,No,1700 GRAVESEND NECK ROAD,11229,Brooklyn,315,3,Brooklyn,48,45,19,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3058600,New York,40.59538224,-73.95354831,997150.3741,156193.6316,48,586,3200890,3073780060
466922,514636,11/18/2015,2,0,OnCurb,Alive,Good,Acer,maple,None,None,Damage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,3921 ELY AVENUE,10466,Bronx,212,2,Bronx,12,83,36,BX62,Woodlawn-Wakefield,2042600,New York,40.8886521,-73.8449635,1027116.978,263075.799,12,426,2066117,2049290041
446430,200114,11/11/2015,3,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,840 ALABAMA AVENUE,11207,Brooklyn,305,3,Brooklyn,42,60,19,BK82,East New York,3110400,New York,40.65527203,-73.89151365,1014351.359,178028.2926,42,1104,3319741,3043650007
430493,501300,11/05/2015,4,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,500 DUPONT STREET,10474,Bronx,202,2,Bronx,17,84,34,BX27,Hunts Point,2009300,New York,40.80971511,-73.89396981,1013601.748,234295.8868,17,93,2004170,2026060252
354148,509666,10/20/2015,29,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,852 REVERE AVENUE,10465,Bronx,210,2,Bronx,13,82,34,BX52,Schuylerville-Throgs Neck-Edgewater Park,2015200,New York,40.82879738,-73.82577778,1032465.119,241278.4312,13,152,2079909,2055430068
243831,110378,09/21/2015,6,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,1or2,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,2425 2 AVENUE,10035,New York,111,1,Manhattan,8,68,30,MN34,East Harlem North,1024200,New York,40.80234262,-73.93399797,1002523.001,231598.9486,8,242,1054666,1017890026
527186,416203,12/19/2015,13,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,389 CORNELIA AVENUE,10312,Staten Island,503,5,Staten Island,51,62,24,SI01,Annadale-Huguenot-Prince's Bay-Eltingville,5019800,New York,40.52089479,-74.18870051,931786.4402,129109.1355,51,198,5126121,5066000065
94990,348569,07/26/2015,3,0,OnCurb,Alive,Good,Ginkgo biloba,ginkgo,1or2,None,NoDamage,Volunteer,WiresRope,No,No,No,Yes,No,No,No,No,No,70-009 AUSTIN STREET,11375,Forest Hills,406,4,Queens,29,28,16,QN17,Forest Hills,4071100,New York,40.72088303,-73.8465997,1026771.618,201950.8911,29,711,4077481,4032380033
285385,405706,10/05/2015,34,0,OnCurb,Alive,Good,Salix babylonica,weeping willow,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,296 CLAWSON STREET,10306,Staten Island,502,5,Staten Island,50,64,24,SI45,New Dorp-Midland Beach,5012200,New York,40.57199985,-74.11089883,953440.8503,147690.9228,50,122,5052845,5036480026
83444,203091,07/21/2015,2,0,OnCurb,Alive,Fair,Ginkgo biloba,ginkgo,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,2596 LINDEN BOULEVARD,11208,Brooklyn,305,3,Brooklyn,42,60,19,BK82,East New York,3122000,New York,40.66849507,-73.86870491,1020672.801,182854.4765,42,1220,3098735,3044850010
572919,332286,06/02/2016,2,0,OnCurb,Alive,Good,Juniperus virginiana,eastern redcedar,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,131-080 233 STREET,11413,Springfield Gardens,413,4,Queens,31,29,14,QN66,Laurelton,4061800,New York,40.67636736,-73.73650252,1057338.587,185805.2039,31,618,4279065,4129430078
598260,315540,06/22/2016,15,0,OnCurb,Alive,Good,Acer platanoides 'Crimson King',crimson king maple,None,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,162-004 14 AVENUE,11357,Whitestone,407,4,Queens,19,26,11,QN49,Whitestone,4099100,New York,40.78889846,-73.80011807,1039599.474,226757.0367,19,991,4104264,4045950089
300311,401690,10/09/2015,17,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,137 WOOLLEY AVENUE,10314,Staten Island,501,5,Staten Island,50,61,24,SI07,Westerleigh,5020100,New York,40.6207727,-74.13856403,945783.2085,165471.0379,50,201,5011746,5004160007
294927,331166,10/07/2015,19,0,OnCurb,Alive,Good,Acer platanoides,Norway maple,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,229-015 145 AVENUE,11413,Springfield Gardens,413,4,Queens,31,31,10,QN03,Springfield Gardens South-Brookville,4068000,New York,40.66158092,-73.75007169,1053590.171,180407.0779,31,680,4287275,4134990006
473405,502162,11/19/2015,16,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,1or2,None,NoDamage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,1096 UNION AVENUE,10456,Bronx,203,2,Bronx,16,79,32,BX33,Longwood,2013100,New York,40.82620959,-73.9004898,1011790.028,240303.2993,17,131,2091986,2026800001
643486,323662,07/28/2016,15,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,246-041 57 DRIVE,11362,Little Neck,411,4,Queens,23,26,11,QN45,Douglas Manor-Douglaston-Little Neck,4152901,New York,40.7574576,-73.73454489,1057792.062,215350.3643,23,152901,4440438,4082760030
533657,413270,12/23/2015,9,0,OnCurb,Alive,Good,Tilia americana,American linden,None,None,Damage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,6 STANLEY CIRCLE,10308,Staten Island,503,5,Staten Island,51,62,24,SI54,Great Kills,5014604,New York,40.55328273,-74.1612225,939447.7362,140893.5496,51,14604,5072620,5054870279
250716,200955,09/23/2015,5,0,OnCurb,Alive,Fair,Pyrus calleryana,Callery pear,1or2,None,NoDamage,NYC Parks Staff,BranchOther,No,No,No,No,No,No,No,No,Yes,637 HENDRIX STREET,11207,Brooklyn,305,3,Brooklyn,42,60,19,BK82,East New York,3112400,New York,40.66600229,-73.88760978,1015429.537,181938.9908,42,1124,3090409,3040750045
402118,508256,10/30/2015,3,0,OnCurb,Alive,Good,Styphnolobium japonicum,Sophora,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,2049 CHATTERTON AVENUE,10472,Bronx,209,2,Bronx,18,87,32,BX59,Westchester-Unionport,2007800,New York,40.82780015,-73.85445955,1024528.198,240900.615,18,78,2026029,2037980063
359951,511410,10/21/2015,2,0,OnCurb,Alive,Good,Syringa reticulata,Japanese tree lilac,1or2,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,1723 GARFIELD STREET,10460,Bronx,211,2,Bronx,15,87,33,BX37,Van Nest-Morris Park-Westchester Square,2024000,New York,40.84304099,-73.86866281,1020589.135,246447.1997,15,240,2042679,2040210021
95320,345090,07/26/2015,4,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,67-012 60 STREET,11385,Ridgewood,405,4,Queens,30,37,15,QN20,Ridgewood,4058500,New York,40.70441114,-73.90034692,1011880.055,195928.1663,30,585,4083968,4035030036
200442,102449,09/03/2015,4,0,OnCurb,Alive,Fair,Quercus phellos,willow oak,None,None,Damage,NYC Parks Staff,RootOther,No,No,Yes,No,No,No,No,No,No,8 HENRY STREET,10038,New York,103,1,Manhattan,1,65,26,MN27,Chinatown,1002700,New York,40.71272365,-73.99737283,984978.3256,198940.9568,1,27,1003375,1002790040
384583,404913,10/27/2015,10,0,OnCurb,Alive,Good,Prunus virginiana,'Schubert' chokecherry,1or2,Harmful,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,48 PLEASANT VALLEY AVENUE,10304,Staten Island,501,5,Staten Island,49,61,23,SI08,Grymes Hill-Clifton-Fox Hills,5004700,New York,40.61603005,-74.08947805,959408.2068,163725.4308,49,47,5016037,5006220082
145773,226121,08/14/2015,13,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,350 LINCOLN PLACE,11238,Brooklyn,308,3,Brooklyn,35,57,20,BK64,Prospect Heights,3021500,New York,40.67306449,-73.96444979,994111.3753,184493.949,35,215,3341924,3011790027
598591,313949,06/22/2016,15,0,OnCurb,Alive,Good,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,23-024 143 STREET,11357,Whitestone,407,4,Queens,20,40,11,QN22,Flushing,4088901,New York,40.77792379,-73.82588833,1032471.367,222743.3669,20,88901,4100090,4042480057
251867,500653,09/23/2015,5,0,OnCurb,Alive,Fair,Tilia cordata,littleleaf linden,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,2803 3 AVENUE,10455,Bronx,201,2,Bronx,8,84,32,BX34,Melrose South-Mott Haven North,2006500,New York,40.81531007,-73.9191825,1006620.382,236326.884,8,65,2000839,2023270024
75660,220984,07/18/2015,4,0,OnCurb,Alive,Good,Taxodium distichum,bald cypress,None,None,NoDamage,Volunteer,RootOther,No,No,Yes,No,No,No,No,No,No,65 RALPH AVENUE,11221,Brooklyn,303,3,Brooklyn,41,56,25,BK35,Stuyvesant Heights,3038500,New York,40.68822727,-73.92384667,1005369.585,190025.3651,41,375,3039644,3014810003
604657,321204,06/27/2016,4,0,OnCurb,Alive,Good,Tilia americana,American linden,3or4,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,43-021 193 STREET,11358,Flushing,411,4,Queens,19,26,11,QN48,Auburndale,4142900,New York,40.75715915,-73.78834172,1042888.409,215201.0401,19,1429,4124478,4055170058
689134,323134,08/30/2016,3,0,OnCurb,Alive,Good,Liquidambar styraciflua,sweetgum,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,85-022 218 STREET,11427,Queens Village,411,4,Queens,23,24,11,QN42,Oakland Gardens,4129102,New York,40.73066905,-73.75143664,1053140.055,205576.747,23,129102,4165431,4078210034
52719,409020,07/07/2015,4,0,OnCurb,Alive,Good,Prunus,cherry,1or2,Helpful,NoDamage,Volunteer,TrunkOther,No,No,No,No,No,Yes,No,No,No,158 STEINWAY AVENUE,10314,Staten Island,502,5,Staten Island,51,63,24,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,5027706,New York,40.5932176,-74.16139529,939426.5257,155442.8729,51,27706,5037473,5023610056
255781,410066,09/24/2015,22,0,OnCurb,Alive,Good,Acer rubrum,red maple,None,None,Damage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,131 BENTLEY STREET,10307,Staten Island,503,5,Staten Island,51,62,24,SI11,Charleston-Richmond Valley-Tottenville,5024800,New York,40.50959877,-74.25009038,914706.7795,125036.5013,51,248,5089314,5080490034
15340,233367,06/09/2015,15,0,OffsetFromCurb,Alive,Good,Platanus x acerifolia,London planetree,1or2,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,577 WASHINGTON AVENUE,11238,Brooklyn,308,3,Brooklyn,35,57,25,BK64,Prospect Heights,3020300,New York,40.68051183,-73.96440893,994121.6052,187207.2316,35,203,3027496,3011240003
76361,345248,07/18/2015,5,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,3or4,Helpful,NoDamage,Volunteer,BranchLights,No,No,No,No,No,No,Yes,No,No,59-021 PUTNAM AVENUE,11385,Ridgewood,405,4,Queens,30,37,15,QN20,Ridgewood,4058700,New York,40.70541884,-73.90133195,1011606.529,196294.9907,30,587,4083917,4035010058
420799,214726,11/03/2015,1,0,OnCurb,Alive,Fair,Platanus x acerifolia,London planetree,None,None,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,676 EAST 82 STREET,11236,Brooklyn,318,3,Brooklyn,46,59,19,BK50,Canarsie,3095400,New York,40.6382441,-73.91387446,1008153.078,171817.6649,46,954,3223744,3079860072
535306,413880,12/24/2015,4,0,OnCurb,Alive,Fair,Pyrus calleryana,Callery pear,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,4364 AMBOY ROAD,10312,Staten Island,503,5,Staten Island,51,64,24,SI54,Great Kills,5014604,New York,40.54521192,-74.16091679,939527.2886,137953.0092,51,15601,5133954,5054950001
186459,505655,08/29/2015,2,0,OnCurb,Alive,Good,Quercus acutissima,sawtooth oak,1or2,None,NoDamage,Volunteer,None,No,No,No,No,No,No,No,No,No,2508 HUGHES AVENUE,10458,Bronx,206,2,Bronx,15,78,34,BX06,Belmont,2038900,New York,40.85790341,-73.88450493,1016198.707,251855.9639,15,389,2012281,2030780047
172505,331097,08/24/2015,22,0,OnCurb,Alive,Good,Quercus palustris,pin oak,None,Harmful,Damage,Volunteer,BranchOther,No,No,No,No,No,No,No,No,Yes,145-065 222 STREET,11413,Springfield Gardens,413,4,Queens,31,31,10,QN03,Springfield Gardens South-Brookville,4069000,New York,40.66209107,-73.75747984,1051534.341,180587.1605,31,690,4286626,4134700026
134850,106604,08/11/2015,11,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,Damage,Volunteer,Stones,Yes,No,No,No,No,No,No,No,No,138 WEST 90 STREET,10024,New York,107,1,Manhattan,6,69,30,MN12,Upper West Side,1017300,New York,40.78969821,-73.97199792,992003.9917,226986.5044,6,173,1032440,1012200053
23544,233552,06/17/2015,29,0,OnCurb,Alive,Good,Ulmus americana,American elm,None,None,Damage,TreesCount Staff,Stones,Yes,No,No,No,No,No,No,No,No,1082 EASTERN PARKWAY,11213,Brooklyn,309,3,Brooklyn,35,43,20,BK61,Crown Heights North,3035100,New York,40.66869133,-73.93257186,1002955.308,182905.88,35,351,3037547,3013960023
290420,107493,10/06/2015,3,0,OnCurb,Alive,Good,Pyrus calleryana,Callery pear,3or4,Helpful,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,160 EAST 72 STREET,10021,New York,108,1,Manhattan,4,73,28,MN40,Upper East Side-Carnegie Hill,1012800,New York,40.7701685,-73.96186513,994812.9398,219872.2312,4,128,1042823,1014060050
11889,311073,06/07/2015,21,0,OnCurb,Alive,Fair,Acer pseudoplatanus,sycamore maple,None,None,NoDamage,NYC Parks Staff,None,No,No,No,No,No,No,No,No,No,146-001 56 ROAD,11355,Flushing,407,4,Queens,20,25,16,QN62,Queensboro Hill,4083700,New York,40.74584787,-73.82085617,1033888.953,211059.8909,20,837,4116741,4051730001
123372,345405,08/06/2015,10,0,OnCurb,Alive,Good,Gleditsia triacanthos var. inermis,honeylocust,None,None,NoDamage,Volunteer,"Stones,BranchLights",Yes,No,No,No,No,No,Yes,No,No,60-046 WOODBINE STREET,11385,Ridgewood,405,4,Queens,30,37,15,QN20,Ridgewood,4058700,New York,40.70734316,-73.89902435,1012245.521,196996.8068,30,587,4084927,4035290041
93594,109876,07/25/2015,6,0,OnCurb,Alive,Good,Acer rubrum,red maple,1or2,Harmful,Damage,Volunteer,None,No,No,No,No,No,No,No,No,No,50 EAST 98 STREET,10029,New York,111,1,Manhattan,4,68,29,MN33,East Harlem South,1016002,New York,40.78805725,-73.95222887,997478.5231,226391.0138,4,16002,1051470,1016030039
525561,109223,12/17/2015,7,0,OnCurb,Alive,Good,Zelkova serrata,Japanese zelkova,None,Helpful,NoDamage,TreesCount Staff,None,No,No,No,No,No,No,No,No,No,75 WEST 125 STREET,10027,New York,110,1,Manhattan,9,70,30,MN11,Central Harlem South,1020000,New York,40.807565,-73.94476408,999541.1485,233499.5816,9,200,1053496,1017230005
